seed,n_clusters,alpha,theoretical,empirical
270,3,0.1,0.9,0.9035087719298246
270,3,0.2,0.8,0.8070175438596491
271,3,0.01,0.99,0.9912280701754386
271,3,0.05,0.95,0.956140350877193
271,3,0.1,0.9,0.9122807017543859
271,3,0.2,0.8,0.8157894736842105
272,3,0.01,0.99,1.0
272,3,0.05,0.95,0.9736842105263158
272,3,0.1,0.9,0.8508771929824561
272,3,0.2,0.8,0.7982456140350878
273,3,0.01,0.99,0.9736842105263158
273,3,0.05,0.95,0.9210526315789473
273,3,0.1,0.9,0.8771929824561403
273,3,0.2,0.8,0.7631578947368421
274,3,0.01,0.99,0.9912280701754386
274,3,0.05,0.95,0.9649122807017544
274,3,0.1,0.9,0.8859649122807017
274,3,0.2,0.8,0.7982456140350878
275,3,0.01,0.99,0.9473684210526315
275,3,0.05,0.95,0.9122807017543859
275,3,0.1,0.9,0.868421052631579
275,3,0.2,0.8,0.7456140350877193
276,3,0.01,0.99,0.9824561403508771
276,3,0.05,0.95,0.9473684210526315
276,3,0.1,0.9,0.9122807017543859
276,3,0.2,0.8,0.7631578947368421
277,3,0.01,0.99,1.0
277,3,0.05,0.95,0.9736842105263158
277,3,0.1,0.9,0.8947368421052632
277,3,0.2,0.8,0.7719298245614035
278,3,0.01,0.99,1.0
278,3,0.05,0.95,0.9385964912280702
278,3,0.1,0.9,0.9210526315789473
278,3,0.2,0.8,0.8245614035087719
279,3,0.01,0.99,0.9912280701754386
279,3,0.05,0.95,0.9736842105263158
279,3,0.1,0.9,0.9035087719298246
279,3,0.2,0.8,0.7807017543859649
280,3,0.01,0.99,0.9912280701754386
280,3,0.05,0.95,0.9649122807017544
280,3,0.1,0.9,0.868421052631579
280,3,0.2,0.8,0.7807017543859649
281,3,0.01,0.99,1.0
281,3,0.05,0.95,0.956140350877193
281,3,0.1,0.9,0.8947368421052632
281,3,0.2,0.8,0.8333333333333334
282,3,0.01,0.99,1.0
282,3,0.05,0.95,0.9649122807017544
282,3,0.1,0.9,0.9035087719298246
282,3,0.2,0.8,0.7982456140350878
283,3,0.01,0.99,0.9912280701754386
283,3,0.05,0.95,0.9912280701754386
283,3,0.1,0.9,0.9385964912280702
283,3,0.2,0.8,0.9122807017543859
284,3,0.01,0.99,1.0
284,3,0.05,0.95,0.9824561403508771
284,3,0.1,0.9,0.9473684210526315
284,3,0.2,0.8,0.8596491228070176
285,3,0.01,0.99,0.9912280701754386
285,3,0.05,0.95,0.956140350877193
285,3,0.1,0.9,0.9385964912280702
285,3,0.2,0.8,0.7982456140350878
286,3,0.01,0.99,1.0
286,3,0.05,0.95,0.9298245614035088
286,3,0.1,0.9,0.868421052631579
286,3,0.2,0.8,0.8157894736842105
287,3,0.01,0.99,1.0
287,3,0.05,0.95,0.9298245614035088
287,3,0.1,0.9,0.8947368421052632
287,3,0.2,0.8,0.7631578947368421
288,3,0.01,0.99,1.0
288,3,0.05,0.95,0.956140350877193
288,3,0.1,0.9,0.9298245614035088
288,3,0.2,0.8,0.9035087719298246
289,3,0.01,0.99,1.0
289,3,0.05,0.95,0.9473684210526315
289,3,0.1,0.9,0.8947368421052632
289,3,0.2,0.8,0.8245614035087719
290,3,0.01,0.99,0.9824561403508771
290,3,0.05,0.95,0.9473684210526315
290,3,0.1,0.9,0.8859649122807017
290,3,0.2,0.8,0.8421052631578947
291,3,0.01,0.99,0.9912280701754386
291,3,0.05,0.95,0.9649122807017544
291,3,0.1,0.9,0.9210526315789473
291,3,0.2,0.8,0.8157894736842105
292,3,0.01,0.99,0.9912280701754386
292,3,0.05,0.95,0.956140350877193
292,3,0.1,0.9,0.8859649122807017
292,3,0.2,0.8,0.7982456140350878
293,3,0.01,0.99,0.9912280701754386
293,3,0.05,0.95,0.9649122807017544
293,3,0.1,0.9,0.9122807017543859
293,3,0.2,0.8,0.7280701754385965
294,3,0.01,0.99,0.9912280701754386
294,3,0.05,0.95,0.9298245614035088
294,3,0.1,0.9,0.8596491228070176
294,3,0.2,0.8,0.7807017543859649
295,3,0.01,0.99,1.0
295,3,0.05,0.95,0.9649122807017544
295,3,0.1,0.9,0.9035087719298246
295,3,0.2,0.8,0.8508771929824561
296,3,0.01,0.99,1.0
296,3,0.05,0.95,0.9473684210526315
296,3,0.1,0.9,0.8947368421052632
296,3,0.2,0.8,0.7894736842105263
297,3,0.01,0.99,0.9912280701754386
297,3,0.05,0.95,0.9385964912280702
297,3,0.1,0.9,0.8947368421052632
297,3,0.2,0.8,0.7982456140350878
298,3,0.01,0.99,1.0
298,3,0.05,0.95,0.9385964912280702
298,3,0.1,0.9,0.9210526315789473
298,3,0.2,0.8,0.868421052631579
299,3,0.01,0.99,0.9912280701754386
299,3,0.05,0.95,0.9649122807017544
299,3,0.1,0.9,0.8859649122807017
299,3,0.2,0.8,0.7543859649122807
200,10,0.01,0.99,1.0
200,10,0.05,0.95,0.9824561403508771
200,10,0.1,0.9,0.9298245614035088
200,10,0.2,0.8,0.8508771929824561
201,10,0.01,0.99,0.956140350877193
201,10,0.05,0.95,0.9385964912280702
201,10,0.1,0.9,0.8596491228070176
201,10,0.2,0.8,0.7982456140350878
202,10,0.01,0.99,0.9912280701754386
202,10,0.05,0.95,0.9385964912280702
202,10,0.1,0.9,0.8596491228070176
202,10,0.2,0.8,0.7894736842105263
203,10,0.01,0.99,0.9824561403508771
203,10,0.05,0.95,0.9035087719298246
203,10,0.1,0.9,0.8947368421052632
203,10,0.2,0.8,0.8421052631578947
204,10,0.01,0.99,0.9912280701754386
204,10,0.05,0.95,0.9473684210526315
204,10,0.1,0.9,0.9035087719298246
204,10,0.2,0.8,0.8245614035087719
205,10,0.01,0.99,0.9824561403508771
205,10,0.05,0.95,0.9385964912280702
205,10,0.1,0.9,0.8245614035087719
205,10,0.2,0.8,0.7543859649122807
206,10,0.01,0.99,1.0
206,10,0.05,0.95,0.9736842105263158
206,10,0.1,0.9,0.9298245614035088
206,10,0.2,0.8,0.8333333333333334
207,10,0.01,0.99,1.0
207,10,0.05,0.95,0.9473684210526315
207,10,0.1,0.9,0.8859649122807017
207,10,0.2,0.8,0.8070175438596491
208,10,0.01,0.99,1.0
208,10,0.05,0.95,0.956140350877193
208,10,0.1,0.9,0.9473684210526315
208,10,0.2,0.8,0.8421052631578947
209,10,0.01,0.99,1.0
209,10,0.05,0.95,0.956140350877193
209,10,0.1,0.9,0.9473684210526315
209,10,0.2,0.8,0.7894736842105263
210,10,0.01,0.99,0.9912280701754386
210,10,0.05,0.95,0.9210526315789473
210,10,0.1,0.9,0.8596491228070176
210,10,0.2,0.8,0.8070175438596491
211,10,0.01,0.99,1.0
211,10,0.05,0.95,0.9736842105263158
211,10,0.1,0.9,0.9385964912280702
211,10,0.2,0.8,0.8508771929824561
212,10,0.01,0.99,1.0
212,10,0.05,0.95,0.9649122807017544
212,10,0.1,0.9,0.8859649122807017
212,10,0.2,0.8,0.8596491228070176
213,10,0.01,0.99,0.9912280701754386
213,10,0.05,0.95,0.9385964912280702
213,10,0.1,0.9,0.8859649122807017
213,10,0.2,0.8,0.7719298245614035
214,10,0.01,0.99,0.9824561403508771
214,10,0.05,0.95,0.9736842105263158
214,10,0.1,0.9,0.956140350877193
214,10,0.2,0.8,0.9035087719298246
215,10,0.01,0.99,0.956140350877193
215,10,0.05,0.95,0.9210526315789473
215,10,0.1,0.9,0.8508771929824561
215,10,0.2,0.8,0.7456140350877193
216,10,0.01,0.99,0.956140350877193
216,10,0.05,0.95,0.8947368421052632
216,10,0.1,0.9,0.8245614035087719
216,10,0.2,0.8,0.7631578947368421
217,10,0.01,0.99,1.0
217,10,0.05,0.95,0.9385964912280702
217,10,0.1,0.9,0.9210526315789473
217,10,0.2,0.8,0.8245614035087719
218,10,0.01,0.99,0.9824561403508771
218,10,0.05,0.95,0.9736842105263158
218,10,0.1,0.9,0.8947368421052632
218,10,0.2,0.8,0.8771929824561403
219,10,0.01,0.99,1.0
219,10,0.05,0.95,0.9298245614035088
219,10,0.1,0.9,0.868421052631579
219,10,0.2,0.8,0.7631578947368421
220,10,0.01,0.99,1.0
220,10,0.05,0.95,0.9824561403508771
220,10,0.1,0.9,0.9298245614035088
220,10,0.2,0.8,0.8157894736842105
221,10,0.01,0.99,0.9912280701754386
221,10,0.05,0.95,0.9649122807017544
221,10,0.1,0.9,0.9298245614035088
221,10,0.2,0.8,0.8421052631578947
222,10,0.01,0.99,1.0
222,10,0.05,0.95,0.9736842105263158
222,10,0.1,0.9,0.9385964912280702
222,10,0.2,0.8,0.868421052631579
223,10,0.01,0.99,1.0
223,10,0.05,0.95,1.0
223,10,0.1,0.9,0.9298245614035088
223,10,0.2,0.8,0.7982456140350878
224,10,0.01,0.99,0.9736842105263158
224,10,0.05,0.95,0.8596491228070176
224,10,0.1,0.9,0.8421052631578947
224,10,0.2,0.8,0.7105263157894737
225,10,0.01,0.99,1.0
225,10,0.05,0.95,0.9824561403508771
225,10,0.1,0.9,0.8596491228070176
225,10,0.2,0.8,0.7719298245614035
226,10,0.01,0.99,1.0
226,10,0.05,0.95,0.9912280701754386
226,10,0.1,0.9,0.9210526315789473
226,10,0.2,0.8,0.8508771929824561
227,10,0.01,0.99,1.0
227,10,0.05,0.95,0.9473684210526315
227,10,0.1,0.9,0.9385964912280702
227,10,0.2,0.8,0.7719298245614035
228,10,0.01,0.99,1.0
228,10,0.05,0.95,0.9736842105263158
228,10,0.1,0.9,0.8859649122807017
228,10,0.2,0.8,0.7280701754385965
229,10,0.01,0.99,1.0
229,10,0.05,0.95,1.0
229,10,0.1,0.9,0.9912280701754386
229,10,0.2,0.8,0.8508771929824561
230,10,0.01,0.99,0.9912280701754386
230,10,0.05,0.95,0.956140350877193
230,10,0.1,0.9,0.8771929824561403
230,10,0.2,0.8,0.8421052631578947
231,10,0.01,0.99,0.9912280701754386
231,10,0.05,0.95,0.9035087719298246
231,10,0.1,0.9,0.8596491228070176
231,10,0.2,0.8,0.8070175438596491
232,10,0.01,0.99,0.9649122807017544
232,10,0.05,0.95,0.9035087719298246
232,10,0.1,0.9,0.8596491228070176
232,10,0.2,0.8,0.7543859649122807
233,10,0.01,0.99,0.9824561403508771
233,10,0.05,0.95,0.9298245614035088
233,10,0.1,0.9,0.8421052631578947
233,10,0.2,0.8,0.7456140350877193
234,10,0.01,0.99,0.9912280701754386
234,10,0.05,0.95,0.9210526315789473
234,10,0.1,0.9,0.8421052631578947
234,10,0.2,0.8,0.8333333333333334
235,10,0.01,0.99,0.9912280701754386
235,10,0.05,0.95,0.9736842105263158
235,10,0.1,0.9,0.9210526315789473
235,10,0.2,0.8,0.8333333333333334
236,10,0.01,0.99,1.0
236,10,0.05,0.95,0.9649122807017544
236,10,0.1,0.9,0.9298245614035088
236,10,0.2,0.8,0.8421052631578947
237,10,0.01,0.99,0.9824561403508771
237,10,0.05,0.95,0.9649122807017544
237,10,0.1,0.9,0.8771929824561403
237,10,0.2,0.8,0.8157894736842105
238,10,0.01,0.99,1.0
238,10,0.05,0.95,0.9473684210526315
238,10,0.1,0.9,0.8596491228070176
238,10,0.2,0.8,0.8070175438596491
239,10,0.01,0.99,0.9824561403508771
239,10,0.05,0.95,0.956140350877193
239,10,0.1,0.9,0.9473684210526315
239,10,0.2,0.8,0.8508771929824561
240,10,0.01,0.99,1.0
240,10,0.05,0.95,0.9736842105263158
240,10,0.1,0.9,0.9298245614035088
240,10,0.2,0.8,0.7982456140350878
241,10,0.01,0.99,1.0
241,10,0.05,0.95,0.9385964912280702
241,10,0.1,0.9,0.8245614035087719
241,10,0.2,0.8,0.7017543859649122
242,10,0.01,0.99,1.0
242,10,0.05,0.95,0.956140350877193
242,10,0.1,0.9,0.8947368421052632
242,10,0.2,0.8,0.8157894736842105
243,10,0.01,0.99,1.0
243,10,0.05,0.95,0.9649122807017544
243,10,0.1,0.9,0.8947368421052632
243,10,0.2,0.8,0.8070175438596491
244,10,0.01,0.99,1.0
244,10,0.05,0.95,0.9736842105263158
244,10,0.1,0.9,0.8245614035087719
244,10,0.2,0.8,0.7368421052631579
245,10,0.01,0.99,1.0
245,10,0.05,0.95,0.956140350877193
245,10,0.1,0.9,0.9385964912280702
245,10,0.2,0.8,0.7543859649122807
246,10,0.01,0.99,0.9912280701754386
246,10,0.05,0.95,0.9649122807017544
246,10,0.1,0.9,0.8508771929824561
246,10,0.2,0.8,0.6929824561403509
247,10,0.01,0.99,0.9912280701754386
247,10,0.05,0.95,0.9473684210526315
247,10,0.1,0.9,0.9298245614035088
247,10,0.2,0.8,0.8245614035087719
248,10,0.01,0.99,0.9912280701754386
248,10,0.05,0.95,0.9473684210526315
248,10,0.1,0.9,0.9122807017543859
248,10,0.2,0.8,0.8070175438596491
249,10,0.01,0.99,1.0
249,10,0.05,0.95,0.9649122807017544
249,10,0.1,0.9,0.9385964912280702
249,10,0.2,0.8,0.868421052631579
250,10,0.01,0.99,1.0
250,10,0.05,0.95,0.9649122807017544
250,10,0.1,0.9,0.9035087719298246
250,10,0.2,0.8,0.8245614035087719
251,10,0.01,0.99,0.9824561403508771
251,10,0.05,0.95,0.956140350877193
251,10,0.1,0.9,0.8859649122807017
251,10,0.2,0.8,0.7631578947368421
252,10,0.01,0.99,1.0
252,10,0.05,0.95,0.9912280701754386
252,10,0.1,0.9,0.9298245614035088
252,10,0.2,0.8,0.8859649122807017
253,10,0.01,0.99,0.9912280701754386
253,10,0.05,0.95,0.9473684210526315
253,10,0.1,0.9,0.8771929824561403
253,10,0.2,0.8,0.7543859649122807
254,10,0.01,0.99,1.0
254,10,0.05,0.95,0.956140350877193
254,10,0.1,0.9,0.9122807017543859
254,10,0.2,0.8,0.8508771929824561
255,10,0.01,0.99,1.0
255,10,0.05,0.95,0.956140350877193
255,10,0.1,0.9,0.9122807017543859
255,10,0.2,0.8,0.8596491228070176
256,10,0.01,0.99,1.0
256,10,0.05,0.95,0.9473684210526315
256,10,0.1,0.9,0.9035087719298246
256,10,0.2,0.8,0.7456140350877193
257,10,0.01,0.99,1.0
257,10,0.05,0.95,0.9385964912280702
257,10,0.1,0.9,0.868421052631579
257,10,0.2,0.8,0.7982456140350878
258,10,0.01,0.99,1.0
258,10,0.05,0.95,0.9210526315789473
258,10,0.1,0.9,0.8947368421052632
258,10,0.2,0.8,0.7543859649122807
259,10,0.01,0.99,1.0
259,10,0.05,0.95,0.9736842105263158
259,10,0.1,0.9,0.9210526315789473
259,10,0.2,0.8,0.8421052631578947
260,10,0.01,0.99,0.9824561403508771
260,10,0.05,0.95,0.9473684210526315
260,10,0.1,0.9,0.9210526315789473
260,10,0.2,0.8,0.7456140350877193
261,10,0.01,0.99,0.9736842105263158
261,10,0.05,0.95,0.8596491228070176
261,10,0.1,0.9,0.8157894736842105
261,10,0.2,0.8,0.7719298245614035
262,10,0.01,0.99,1.0
262,10,0.05,0.95,0.9736842105263158
262,10,0.1,0.9,0.9385964912280702
262,10,0.2,0.8,0.8070175438596491
263,10,0.01,0.99,1.0
263,10,0.05,0.95,0.9473684210526315
263,10,0.1,0.9,0.9122807017543859
263,10,0.2,0.8,0.8421052631578947
264,10,0.01,0.99,0.9385964912280702
264,10,0.05,0.95,0.8596491228070176
264,10,0.1,0.9,0.8333333333333334
264,10,0.2,0.8,0.7543859649122807
265,10,0.01,0.99,1.0
265,10,0.05,0.95,0.9649122807017544
265,10,0.1,0.9,0.9122807017543859
265,10,0.2,0.8,0.7719298245614035
266,10,0.01,0.99,0.9649122807017544
266,10,0.05,0.95,0.9473684210526315
266,10,0.1,0.9,0.9385964912280702
266,10,0.2,0.8,0.7807017543859649
267,10,0.01,0.99,1.0
267,10,0.05,0.95,0.9649122807017544
267,10,0.1,0.9,0.8771929824561403
267,10,0.2,0.8,0.7543859649122807
268,10,0.01,0.99,1.0
268,10,0.05,0.95,0.9473684210526315
268,10,0.1,0.9,0.868421052631579
268,10,0.2,0.8,0.7631578947368421
269,10,0.01,0.99,0.9912280701754386
269,10,0.05,0.95,0.9649122807017544
269,10,0.1,0.9,0.9298245614035088
269,10,0.2,0.8,0.8596491228070176
270,10,0.01,0.99,0.9736842105263158
270,10,0.05,0.95,0.9649122807017544
270,10,0.1,0.9,0.9122807017543859
270,10,0.2,0.8,0.7105263157894737
271,10,0.01,0.99,0.9912280701754386
271,10,0.05,0.95,0.9736842105263158
271,10,0.1,0.9,0.9385964912280702
271,10,0.2,0.8,0.8245614035087719
272,10,0.01,0.99,1.0
272,10,0.05,0.95,0.9473684210526315
272,10,0.1,0.9,0.868421052631579
272,10,0.2,0.8,0.7368421052631579
273,10,0.01,0.99,0.9824561403508771
273,10,0.05,0.95,0.9824561403508771
273,10,0.1,0.9,0.9473684210526315
273,10,0.2,0.8,0.8771929824561403
274,10,0.01,0.99,1.0
274,10,0.05,0.95,0.9385964912280702
274,10,0.1,0.9,0.8859649122807017
274,10,0.2,0.8,0.7631578947368421
275,10,0.01,0.99,0.9912280701754386
275,10,0.05,0.95,0.9210526315789473
275,10,0.1,0.9,0.8421052631578947
275,10,0.2,0.8,0.6929824561403509
276,10,0.01,0.99,0.9824561403508771
276,10,0.05,0.95,0.956140350877193
276,10,0.1,0.9,0.9122807017543859
276,10,0.2,0.8,0.8421052631578947
277,10,0.01,0.99,1.0
277,10,0.05,0.95,0.8859649122807017
277,10,0.1,0.9,0.8421052631578947
277,10,0.2,0.8,0.7280701754385965
278,10,0.01,0.99,0.956140350877193
278,10,0.05,0.95,0.9473684210526315
278,10,0.1,0.9,0.9210526315789473
278,10,0.2,0.8,0.8421052631578947
279,10,0.01,0.99,1.0
279,10,0.05,0.95,0.956140350877193
279,10,0.1,0.9,0.9122807017543859
279,10,0.2,0.8,0.7894736842105263
280,10,0.01,0.99,1.0
280,10,0.05,0.95,0.9824561403508771
280,10,0.1,0.9,0.9122807017543859
280,10,0.2,0.8,0.7807017543859649
281,10,0.01,0.99,1.0
281,10,0.05,0.95,0.956140350877193
281,10,0.1,0.9,0.8771929824561403
281,10,0.2,0.8,0.8596491228070176
282,10,0.01,0.99,1.0
282,10,0.05,0.95,0.9649122807017544
282,10,0.1,0.9,0.9122807017543859
282,10,0.2,0.8,0.7807017543859649
283,10,0.01,0.99,1.0
283,10,0.05,0.95,0.9912280701754386
283,10,0.1,0.9,0.956140350877193
283,10,0.2,0.8,0.8859649122807017
284,10,0.01,0.99,1.0
284,10,0.05,0.95,0.9824561403508771
284,10,0.1,0.9,0.9473684210526315
284,10,0.2,0.8,0.868421052631579
285,10,0.01,0.99,0.9912280701754386
285,10,0.05,0.95,0.9649122807017544
285,10,0.1,0.9,0.9035087719298246
285,10,0.2,0.8,0.8245614035087719
286,10,0.01,0.99,1.0
286,10,0.05,0.95,0.956140350877193
286,10,0.1,0.9,0.9035087719298246
286,10,0.2,0.8,0.7894736842105263
287,10,0.01,0.99,1.0
287,10,0.05,0.95,0.9473684210526315
287,10,0.1,0.9,0.8771929824561403
287,10,0.2,0.8,0.7543859649122807
288,10,0.01,0.99,1.0
288,10,0.05,0.95,0.9736842105263158
288,10,0.1,0.9,0.9385964912280702
288,10,0.2,0.8,0.8771929824561403
289,10,0.01,0.99,1.0
289,10,0.05,0.95,0.9649122807017544
289,10,0.1,0.9,0.9122807017543859
289,10,0.2,0.8,0.7894736842105263
290,10,0.01,0.99,0.9824561403508771
290,10,0.05,0.95,0.9649122807017544
290,10,0.1,0.9,0.9035087719298246
290,10,0.2,0.8,0.8245614035087719
291,10,0.01,0.99,1.0
291,10,0.05,0.95,0.9736842105263158
291,10,0.1,0.9,0.868421052631579
291,10,0.2,0.8,0.8070175438596491
292,10,0.01,0.99,1.0
292,10,0.05,0.95,0.956140350877193
292,10,0.1,0.9,0.9385964912280702
292,10,0.2,0.8,0.8508771929824561
293,10,0.01,0.99,0.9912280701754386
293,10,0.05,0.95,0.956140350877193
293,10,0.1,0.9,0.8947368421052632
293,10,0.2,0.8,0.8333333333333334
294,10,0.01,0.99,0.9912280701754386
294,10,0.05,0.95,0.9736842105263158
294,10,0.1,0.9,0.9035087719298246
294,10,0.2,0.8,0.7631578947368421
295,10,0.01,0.99,0.9912280701754386
295,10,0.05,0.95,0.9649122807017544
295,10,0.1,0.9,0.8947368421052632
295,10,0.2,0.8,0.8508771929824561
296,10,0.01,0.99,0.9736842105263158
296,10,0.05,0.95,0.9122807017543859
296,10,0.1,0.9,0.8508771929824561
296,10,0.2,0.8,0.7280701754385965
297,10,0.01,0.99,1.0
297,10,0.05,0.95,0.9649122807017544
297,10,0.1,0.9,0.9298245614035088
297,10,0.2,0.8,0.8333333333333334
298,10,0.01,0.99,0.9912280701754386
298,10,0.05,0.95,0.9385964912280702
298,10,0.1,0.9,0.8947368421052632
298,10,0.2,0.8,0.8070175438596491
299,10,0.01,0.99,0.9473684210526315
299,10,0.05,0.95,0.9298245614035088
299,10,0.1,0.9,0.8859649122807017
299,10,0.2,0.8,0.8157894736842105
200,25,0.01,0.99,1.0
200,25,0.05,0.95,0.9736842105263158
200,25,0.1,0.9,0.9385964912280702
200,25,0.2,0.8,0.8859649122807017
201,25,0.01,0.99,0.9824561403508771
201,25,0.05,0.95,0.9298245614035088
201,25,0.1,0.9,0.8333333333333334
201,25,0.2,0.8,0.7368421052631579
202,25,0.01,0.99,1.0
202,25,0.05,0.95,0.9385964912280702
202,25,0.1,0.9,0.8508771929824561
202,25,0.2,0.8,0.7631578947368421
203,25,0.01,0.99,1.0
203,25,0.05,0.95,0.8859649122807017
203,25,0.1,0.9,0.8421052631578947
203,25,0.2,0.8,0.8070175438596491
204,25,0.01,0.99,1.0
204,25,0.05,0.95,0.9473684210526315
204,25,0.1,0.9,0.8771929824561403
204,25,0.2,0.8,0.7105263157894737
205,25,0.01,0.99,0.9912280701754386
205,25,0.05,0.95,0.9649122807017544
205,25,0.1,0.9,0.9122807017543859
205,25,0.2,0.8,0.7894736842105263
206,25,0.01,0.99,1.0
206,25,0.05,0.95,0.9824561403508771
206,25,0.1,0.9,0.9210526315789473
206,25,0.2,0.8,0.8245614035087719
207,25,0.01,0.99,0.9912280701754386
207,25,0.05,0.95,0.9473684210526315
207,25,0.1,0.9,0.868421052631579
207,25,0.2,0.8,0.8070175438596491
208,25,0.01,0.99,1.0
208,25,0.05,0.95,0.9736842105263158
208,25,0.1,0.9,0.9385964912280702
208,25,0.2,0.8,0.8596491228070176
209,25,0.01,0.99,1.0
209,25,0.05,0.95,0.9824561403508771
209,25,0.1,0.9,0.9035087719298246
209,25,0.2,0.8,0.8596491228070176
210,25,0.01,0.99,0.9912280701754386
210,25,0.05,0.95,0.9122807017543859
210,25,0.1,0.9,0.8771929824561403
210,25,0.2,0.8,0.7807017543859649
211,25,0.01,0.99,1.0
211,25,0.05,0.95,0.9298245614035088
211,25,0.1,0.9,0.8508771929824561
211,25,0.2,0.8,0.7631578947368421
212,25,0.01,0.99,1.0
212,25,0.05,0.95,0.9473684210526315
212,25,0.1,0.9,0.9385964912280702
212,25,0.2,0.8,0.8421052631578947
213,25,0.01,0.99,0.9912280701754386
213,25,0.05,0.95,0.9649122807017544
213,25,0.1,0.9,0.9298245614035088
213,25,0.2,0.8,0.8245614035087719
214,25,0.01,0.99,0.9824561403508771
214,25,0.05,0.95,0.9736842105263158
214,25,0.1,0.9,0.9122807017543859
214,25,0.2,0.8,0.8508771929824561
215,25,0.01,0.99,0.9736842105263158
215,25,0.05,0.95,0.9210526315789473
215,25,0.1,0.9,0.8508771929824561
215,25,0.2,0.8,0.7719298245614035
216,25,0.01,0.99,0.9912280701754386
216,25,0.05,0.95,0.956140350877193
216,25,0.1,0.9,0.9385964912280702
216,25,0.2,0.8,0.7543859649122807
217,25,0.01,0.99,1.0
217,25,0.05,0.95,0.9736842105263158
217,25,0.1,0.9,0.9210526315789473
217,25,0.2,0.8,0.8157894736842105
218,25,0.01,0.99,1.0
218,25,0.05,0.95,0.9649122807017544
218,25,0.1,0.9,0.9210526315789473
218,25,0.2,0.8,0.9035087719298246
219,25,0.01,0.99,0.9912280701754386
219,25,0.05,0.95,0.9385964912280702
219,25,0.1,0.9,0.8421052631578947
219,25,0.2,0.8,0.7719298245614035
220,25,0.01,0.99,1.0
220,25,0.05,0.95,0.9298245614035088
220,25,0.1,0.9,0.8859649122807017
220,25,0.2,0.8,0.7807017543859649
221,25,0.01,0.99,1.0
221,25,0.05,0.95,0.9736842105263158
221,25,0.1,0.9,0.9122807017543859
221,25,0.2,0.8,0.8157894736842105
222,25,0.01,0.99,1.0
222,25,0.05,0.95,0.9473684210526315
222,25,0.1,0.9,0.9122807017543859
222,25,0.2,0.8,0.8245614035087719
223,25,0.01,0.99,1.0
223,25,0.05,0.95,1.0
223,25,0.1,0.9,0.9210526315789473
223,25,0.2,0.8,0.7894736842105263
224,25,0.01,0.99,0.9385964912280702
224,25,0.05,0.95,0.8771929824561403
224,25,0.1,0.9,0.7894736842105263
224,25,0.2,0.8,0.7456140350877193
225,25,0.01,0.99,0.9824561403508771
225,25,0.05,0.95,0.956140350877193
225,25,0.1,0.9,0.8596491228070176
225,25,0.2,0.8,0.8070175438596491
226,25,0.01,0.99,1.0
226,25,0.05,0.95,0.956140350877193
226,25,0.1,0.9,0.9122807017543859
226,25,0.2,0.8,0.8157894736842105
227,25,0.01,0.99,0.9824561403508771
227,25,0.05,0.95,0.9385964912280702
227,25,0.1,0.9,0.9122807017543859
227,25,0.2,0.8,0.8070175438596491
228,25,0.01,0.99,1.0
228,25,0.05,0.95,0.9473684210526315
228,25,0.1,0.9,0.868421052631579
228,25,0.2,0.8,0.7807017543859649
229,25,0.01,0.99,1.0
229,25,0.05,0.95,0.9824561403508771
229,25,0.1,0.9,0.9210526315789473
229,25,0.2,0.8,0.8508771929824561
230,25,0.01,0.99,0.9824561403508771
230,25,0.05,0.95,0.9385964912280702
230,25,0.1,0.9,0.8947368421052632
230,25,0.2,0.8,0.8157894736842105
231,25,0.01,0.99,1.0
231,25,0.05,0.95,0.9473684210526315
231,25,0.1,0.9,0.8157894736842105
231,25,0.2,0.8,0.7192982456140351
232,25,0.01,0.99,0.9824561403508771
232,25,0.05,0.95,0.9298245614035088
232,25,0.1,0.9,0.8508771929824561
232,25,0.2,0.8,0.7807017543859649
233,25,0.01,0.99,0.9824561403508771
233,25,0.05,0.95,0.9210526315789473
233,25,0.1,0.9,0.8157894736842105
233,25,0.2,0.8,0.7017543859649122
234,25,0.01,0.99,1.0
234,25,0.05,0.95,0.9473684210526315
234,25,0.1,0.9,0.9298245614035088
234,25,0.2,0.8,0.8771929824561403
235,25,0.01,0.99,1.0
235,25,0.05,0.95,0.9824561403508771
235,25,0.1,0.9,0.9473684210526315
235,25,0.2,0.8,0.8859649122807017
236,25,0.01,0.99,1.0
236,25,0.05,0.95,0.9649122807017544
236,25,0.1,0.9,0.9385964912280702
236,25,0.2,0.8,0.8070175438596491
237,25,0.01,0.99,1.0
237,25,0.05,0.95,0.9736842105263158
237,25,0.1,0.9,0.9385964912280702
237,25,0.2,0.8,0.8245614035087719
238,25,0.01,0.99,0.9912280701754386
238,25,0.05,0.95,0.9736842105263158
238,25,0.1,0.9,0.8947368421052632
238,25,0.2,0.8,0.7631578947368421
239,25,0.01,0.99,1.0
239,25,0.05,0.95,0.9385964912280702
239,25,0.1,0.9,0.8947368421052632
239,25,0.2,0.8,0.7807017543859649
240,25,0.01,0.99,0.9912280701754386
240,25,0.05,0.95,0.8947368421052632
240,25,0.1,0.9,0.8421052631578947
240,25,0.2,0.8,0.7368421052631579
241,25,0.01,0.99,0.9912280701754386
241,25,0.05,0.95,0.9122807017543859
241,25,0.1,0.9,0.8596491228070176
241,25,0.2,0.8,0.7719298245614035
242,25,0.01,0.99,1.0
242,25,0.05,0.95,0.956140350877193
242,25,0.1,0.9,0.8771929824561403
242,25,0.2,0.8,0.7982456140350878
